wl,intensity
410.5,0.000051549
411,0.000050506
411.5,0.000051693
412,0.000052173
412.5,0.000052181
413,0.000045578
413.5,0.000037105
414,0.000035731
414.5,0.000034269
415,0.000039972
415.5,0.000045385
416,0.000047458
416.5,0.000050784
417,0.000050772
417.5,0.000047267
418,0.00004747
418.5,0.000048382
419,0.000052244
419.5,0.000055863
420,0.000057942
420.5,0.000059018
421,0.000061643
421.5,0.000058134
422,0.000054562
422.5,0.000051986
423,0.000057005
423.5,0.000064124
424,0.00006979
424.5,0.000068791
425,0.000065771
425.5,0.000064882
426,0.000065412
426.5,0.000069498
427,0.000073545
427.5,0.000074217
428,0.000074269
428.5,0.000068961
429,0.000064157
429.5,0.000063276
430,0.000064643
430.5,0.000069621
431,0.00007237
431.5,0.000074583
432,0.000076055
432.5,0.000078887
433,0.000081364
433.5,0.000079467
434,0.000077911
434.5,0.000082685
435,0.000088065
435.5,0.000095193
436,0.000097571
436.5,0.000094967
437,0.00009213
437.5,0.00009217
438,0.000095089
438.5,0.000098239
439,0.00010008
439.5,0.000095772
440,0.000090184
440.5,0.000088758
441,0.000085417
441.5,0.000081915
442,0.000075439
442.5,0.000069329
443,0.000068467
443.5,0.000064891
444,0.000062774
444.5,0.00006326
445,0.000065201
445.5,0.000076356
446,0.000085467
446.5,0.000094907
447,0.000099899
447.5,0.0001071
448,0.00012268
448.5,0.00014557
449,0.00017154
449.5,0.00018584
450,0.00018511
450.5,0.00017006
451,0.00015022
451.5,0.00013112
452,0.0001161
452.5,0.00010519
453,0.00010133
453.5,0.00010533
454,0.00010932
454.5,0.00010646
455,0.000097525
455.5,0.000083861
456,0.000070757
456.5,0.000062225
457,0.000055387
457.5,0.000059062
458,0.00006154
458.5,0.000061212
459,0.00005997
459.5,0.000058966
460,0.000064928
460.5,0.000066597
461,0.000072376
461.5,0.000081515
462,0.000092564
462.5,0.00010168
463,0.00010364
463.5,0.00010652
464,0.00011753
464.5,0.0001461
465,0.00019254
465.5,0.00026302
466,0.00033917
466.5,0.00038707
467,0.00039371
467.5,0.00034844
468,0.00028247
468.5,0.0002215
469,0.00017731
469.5,0.00014894
470,0.00013091
470.5,0.00011726
471,0.00010975
471.5,0.00010363
472,0.000096528
472.5,0.000091892
473,0.000087035
473.5,0.000095501
474,0.00011245
474.5,0.0001299
475,0.00013519
475.5,0.00011883
476,0.000091778
476.5,0.000066812
477,0.000053245
477.5,0.000045958
478,0.000044037
478.5,0.000043649
479,0.000043385
479.5,0.000041141
480,0.000037435
480.5,0.000033633
481,0.000032251
481.5,0.000034896
482,0.000038479
482.5,0.000043818
483,0.000045578
483.5,0.000043351
484,0.000039002
484.5,0.000035269
485,0.000035244
485.5,0.000036127
486,0.000039036
486.5,0.000041821
487,0.000043048
487.5,0.000043522
488,0.000043599
488.5,0.000044003
489,0.000046877
489.5,0.000052907
490,0.000063679
490.5,0.00007028
491,0.000071218
491.5,0.000067625
492,0.000063142
492.5,0.000065319
493,0.00006873
493.5,0.000075842
494,0.000087824
494.5,0.00010726
495,0.00014252
495.5,0.00020698
496,0.00032317
496.5,0.00053627
497,0.00082078
497.5,0.0010918
498,0.0012333
498.5,0.0011354
499,0.00089265
499.5,0.00060825
500,0.00038344
500.5,0.00024759
501,0.00017168
501.5,0.00013294
502,0.00011124
502.5,0.000096433
503,0.00008547
503.5,0.000075609
504,0.000068304
504.5,0.000064407
505,0.00006102
505.5,0.000058198
506,0.000056672
506.5,0.00005414
507,0.000053179
507.5,0.000052307
508,0.000051169
508.5,0.000052735
509,0.000056082
509.5,0.000059075
510,0.00005995
510.5,0.000056671
511,0.000054599
511.5,0.00005447
512,0.000054764
512.5,0.000057583
513,0.000071287
513.5,0.00011814
514,0.00020679
514.5,0.00030434
515,0.00035274
515.5,0.00031993
516,0.00023258
516.5,0.0001415
517,0.00008764
517.5,0.000066882
518,0.000061296
518.5,0.000059704
519,0.00005801
519.5,0.000057351
520,0.000056666
520.5,0.00005443
521,0.000053234
521.5,0.000052672
522,0.000053649
522.5,0.000053047
523,0.000050733
523.5,0.000049436
524,0.000050819
524.5,0.000053317
525,0.000056288
525.5,0.000057919
526,0.000058783
526.5,0.000060016
527,0.000060268
527.5,0.000059472
528,0.000057387
528.5,0.000055936
529,0.000057776
529.5,0.000061122
530,0.000063823
530.5,0.00006601
531,0.000065393
531.5,0.000064549
532,0.000063851
532.5,0.000062641
533,0.000063285
533.5,0.000064528
534,0.000067984
534.5,0.00006919
535,0.000069978
535.5,0.000068247
536,0.00006833
536.5,0.000069489
537,0.000071878
537.5,0.000074151
538,0.000075886
538.5,0.000078156
539,0.00007783
539.5,0.000077604
540,0.000080381
540.5,0.000081999
541,0.000083323
541.5,0.00008263
542,0.000085157
542.5,0.000091044
543,0.00009663
543.5,0.00010036
544,0.00010247
544.5,0.00010821
545,0.00011868
545.5,0.00013343
546,0.00014599
546.5,0.0001572
547,0.00016823
547.5,0.00018547
548,0.00020949
548.5,0.00024234
549,0.00028005
549.5,0.00031803
550,0.00035462
550.5,0.00038527
551,0.00040996
551.5,0.00042843
552,0.00043712
552.5,0.00044161
553,0.00043876
553.5,0.00043097
554,0.00042276
554.5,0.00041669
555,0.00041103
555.5,0.000411
556,0.00041618
556.5,0.00042261
557,0.00043356
557.5,0.00044078
558,0.00045128
558.5,0.00046027
559,0.00046812
559.5,0.00048111
560,0.00049483
560.5,0.00050981
561,0.00052252
561.5,0.00053471
562,0.00055309
562.5,0.00057246
563,0.00059832
563.5,0.00063601
564,0.00068508
564.5,0.00076117
565,0.00088037
565.5,0.0010826
566,0.0013973
566.5,0.0019228
567,0.0027471
567.5,0.0039052
568,0.0050482
568.5,0.0055488
569,0.0051968
569.5,0.0041089
570,0.0029198
570.5,0.0020457
571,0.0015629
571.5,0.0013423
572,0.0012513
572.5,0.001216
573,0.0012146
573.5,0.0012338
574,0.0012706
574.5,0.0013217
575,0.0013803
575.5,0.0014539
576,0.0015338
576.5,0.001619
577,0.0017086
577.5,0.0018064
578,0.0019157
578.5,0.0020362
579,0.0021651
579.5,0.0023095
580,0.0024732
580.5,0.0026461
581,0.0028243
581.5,0.0029955
582,0.0031605
582.5,0.0033208
583,0.0034544
583.5,0.0035471
584,0.0035508
584.5,0.0034203
585,0.0031298
585.5,0.002651
586,0.002053
586.5,0.0014275
587,0.00088858
587.5,0.00051075
588,0.00029725
588.5,0.00019427
589,0.00016305
589.5,0.00016666
590,0.00022049
590.5,0.00034459
591,0.00059083
591.5,0.00098084
592,0.0014913
592.5,0.0020556
593,0.0025909
593.5,0.0030315
594,0.0033598
594.5,0.0035738
595,0.0036808
595.5,0.0037114
596,0.0036777
596.5,0.0036115
597,0.003528
597.5,0.0034286
598,0.0033149
598.5,0.0031987
599,0.0030862
599.5,0.0029872
600,0.0028815
600.5,0.0027702
601,0.0026514
601.5,0.0025316
602,0.0024231
602.5,0.0023285
603,0.0022412
603.5,0.0021631
604,0.0020855
604.5,0.002015
605,0.0019372
605.5,0.0018543
606,0.0017756
606.5,0.0017039
607,0.0016391
607.5,0.0015797
608,0.001525
608.5,0.0014752
609,0.0014288
609.5,0.0013819
610,0.001341
610.5,0.0013019
611,0.0012618
611.5,0.0012247
612,0.0011893
612.5,0.0011643
613,0.001142
613.5,0.0011557
614,0.0012616
614.5,0.0015355
615,0.0019013
615.5,0.0021601
616,0.0021218
616.5,0.0018049
617,0.0013971
617.5,0.0010914
618,0.00093824
618.5,0.00087395
619,0.00084006
619.5,0.00081497
620,0.00078844
620.5,0.00076932
621,0.00075082
621.5,0.00073894
622,0.00072318
622.5,0.00070382
623,0.00068544
623.5,0.00067079
624,0.00066542
624.5,0.00066149
625,0.00065504
625.5,0.00064104
626,0.00062948
626.5,0.00061861
627,0.0006108
627.5,0.00060106
628,0.00058717
628.5,0.00057063
629,0.00055811
629.5,0.00055422
630,0.00055532
630.5,0.0005495
631,0.00053799
631.5,0.00052656
632,0.00051512
632.5,0.00050701
633,0.00049755
633.5,0.00048787
634,0.00047889
634.5,0.00047198
635,0.00047027
635.5,0.00046553
636,0.00045784
636.5,0.00045205
637,0.00044654
637.5,0.00044194
638,0.00043348
638.5,0.00043105
639,0.00042675
639.5,0.00042408
640,0.00041821
640.5,0.00041657
641,0.00041202
641.5,0.00040472
642,0.00039485
642.5,0.00038877
643,0.00038182
643.5,0.00037435
644,0.00036604
644.5,0.00035583
645,0.00035105
645.5,0.00034741
646,0.00035016
646.5,0.00035494
647,0.00035607
647.5,0.00035002
648,0.00034038
648.5,0.00033624
649,0.0003368
649.5,0.00033513
650,0.00032588
650.5,0.00031691
651,0.00031053
651.5,0.00030711
652,0.00030643
652.5,0.00030748
653,0.00030979
653.5,0.00031032
654,0.00031197
654.5,0.0003153
655,0.00032068
655.5,0.00032373
656,0.00032072
656.5,0.00030861
657,0.00030154
657.5,0.00029719
658,0.00029771
658.5,0.00028964
659,0.00028113
659.5,0.00026801
660,0.00026261
660.5,0.00025906
661,0.0002631
661.5,0.00026129
662,0.00025663
662.5,0.00025209
663,0.00024848
663.5,0.00024628
664,0.00024238
664.5,0.00024084
665,0.0002417
665.5,0.00024183
666,0.00024432
666.5,0.00025141
667,0.00025997
667.5,0.00026493
668,0.00026382
668.5,0.00026496
669,0.00026832
669.5,0.00027443
670,0.00027989
670.5,0.00028135
671,0.00028462
671.5,0.00027972
672,0.00026974
672.5,0.0002611
673,0.00026016
673.5,0.0002631
674,0.00025804
674.5,0.00025549
675,0.00025456
675.5,0.00025346
676,0.00024379
676.5,0.0002311
677,0.00022668
677.5,0.00022506
678,0.00022239
678.5,0.00021352
679,0.00020491
679.5,0.00019241
680,0.0001817
680.5,0.00017772
681,0.00018216
681.5,0.00018668
682,0.00017847
682.5,0.00017188
683,0.00016833
683.5,0.00017326
684,0.00017193
684.5,0.00016767
685,0.00015783
685.5,0.0001514
686,0.00014651
686.5,0.00014299
687,0.00014071
687.5,0.00013986
688,0.00014153
688.5,0.00014425
689,0.00014563
689.5,0.00014451
690,0.00013737
690.5,0.00012583
691,0.0001184
691.5,0.00011411
692,0.00011548
692.5,0.00011885
693,0.00012019
693.5,0.00011435
694,0.00010683
694.5,0.00010545
695,0.00011371
695.5,0.00011765
696,0.00012204
696.5,0.00012066
697,0.00012025
697.5,0.00011348
698,0.00011002
698.5,0.00011119
699,0.00011847
699.5,0.00012838
700,0.00013231
700.5,0.00012523
701,0.00011057
701.5,0.00010395
702,0.00010919
702.5,0.00011708
703,0.00011919
703.5,0.00011329
704,0.0001061
704.5,0.000099018
705,0.000094324
705.5,0.000097765
706,0.00010861
706.5,0.0001196
707,0.00012309
707.5,0.0001203
708,0.00011494
708.5,0.00011564
709,0.00011839
709.5,0.00011605
710,0.00010438
710.5,0.00009456
711,0.000091234
711.5,0.000091043
712,0.000086913
712.5,0.000087941
713,0.000090327
713.5,0.000093579
714,0.000096398
714.5,0.0001001
715,0.0001016
715.5,0.00010242
716,0.0001018
716.5,0.00010602
717,0.00010533
717.5,0.00010356
718,0.00010794
718.5,0.00011678
719,0.00012268
719.5,0.00011426
720,0.00010708
720.5,0.00010343
721,0.000096605
721.5,0.000091067
722,0.000090644
722.5,0.000096977
723,0.00010123
723.5,0.00010896
724,0.00011063
724.5,0.0001074
725,0.00009357
725.5,0.000088281
726,0.000088445
726.5,0.00008429
727,0.000072392
727.5,0.000069759
728,0.000081768
728.5,0.0000924
729,0.000093405
729.5,0.000089389
730,0.000087141
730.5,0.000091061
731,0.000091941
731.5,0.000095408
732,0.000090964
732.5,0.000080301
733,0.000074009
733.5,0.000074929
734,0.000080779
734.5,0.000081554
735,0.000089105
735.5,0.0001008
736,0.00011365
736.5,0.00011536
737,0.00011166
737.5,0.00010948
738,0.00011199
738.5,0.00011117
739,0.00010597
739.5,0.00009532
740,0.00008946
740.5,0.000080503
741,0.000089548
741.5,0.000097445
742,0.00010657
742.5,0.00010431
743,0.00010115
743.5,0.000099761
744,0.00010395
744.5,0.00010629
745,0.00010661
745.5,0.00011189
746,0.0001135
746.5,0.00010529
747,0.000092225
747.5,0.000079061
748,0.000082831
748.5,0.000088915
749,0.000097288
749.5,0.00008914
750,0.000085635
750.5,0.000097224
751,0.00011223
751.5,0.0001187
752,0.00010103
752.5,0.000092004
753,0.000095255
753.5,0.00010535
754,0.000097911
754.5,0.000086673
755,0.000087516
755.5,0.000092719
756,0.000097641
756.5,0.000098906
757,0.000096119
757.5,0.000081792
758,0.000067901
758.5,0.000063938
759,0.000078658
759.5,0.000099794
760,0.00010228
760.5,0.000094111
761,0.000090017
761.5,0.000099902
762,0.000088834
762.5,0.000088158
763,0.000092764
763.5,0.00011635
764,0.00011456
764.5,0.00011419
765,0.00015968
765.5,0.0002449
766,0.00035244
766.5,0.00039445
767,0.0003547
767.5,0.00024685
768,0.0001711
768.5,0.00015977
769,0.00021119
769.5,0.00028407
770,0.00030371
770.5,0.00025996
771,0.00017409
771.5,0.00011729
772,0.000099939
772.5,0.00010811
773,0.00011063
773.5,0.00009447
774,0.000075086
774.5,0.000067291
775,0.000065243
775.5,0.00006104
776,0.000083753
776.5,0.00010599
777,0.00010749
777.5,0.000081351
778,0.000072869
778.5,0.000088721
779,0.000091314
779.5,0.000081229
780,0.000069817
780.5,0.000062062
781,0.000059621
781.5,0.000061483
782,0.000074132
782.5,0.000090605
783,0.000087953
783.5,0.000061943
784,0.000055283
784.5,0.00005525
785,0.000063184
785.5,0.000060324
786,0.000081659
786.5,0.000092485
787,0.000093594
787.5,0.000086583
788,0.000085452
788.5,0.000092935
789,0.000092399
789.5,0.000094936
790,0.000097927
790.5,0.000090286
791,0.000091457
791.5,0.0001008
792,0.00011069
792.5,0.00012017
793,0.00011022
793.5,0.00010943
794,0.00011217
794.5,0.00012821
795,0.00014141
795.5,0.00012212
796,0.000098094
796.5,0.000090768
797,0.00011263
797.5,0.0001255
798,0.00010453
798.5,0.00010192
799,0.00011049
799.5,0.00013531
800,0.00012279
800.5,0.00012265
801,0.000095036
801.5,0.000083463
802,0.000095055
802.5,0.00013471
803,0.00017067
803.5,0.00015173
804,0.00013665
804.5,0.00014891
805,0.0001441
805.5,0.00013439
806,0.0001112
806.5,0.00014096
807,0.00013033
807.5,0.00012944
808,0.00013426
808.5,0.00016455
809,0.00017412
809.5,0.00019716
810,0.00021502
810.5,0.0001831
811,0.0001462
811.5,0.00015129
812,0.00019268
812.5,0.00022693
813,0.00025546
813.5,0.00028737
814,0.000362
814.5,0.00045612
815,0.00057857
815.5,0.00075229
816,0.0010693
816.5,0.0016535
817,0.002639
817.5,0.0038833
818,0.0050431
818.5,0.0058302
819,0.0060623
819.5,0.0057191
820,0.0049033
820.5,0.0037869
821,0.0026745
821.5,0.0018172
822,0.0012502
822.5,0.00087821
823,0.00064022
823.5,0.00053625
824,0.00047915
824.5,0.00039435
825,0.00034401
825.5,0.00029861
826,0.00024837
826.5,0.00020345
827,0.00019394
827.5,0.00017284
828,0.00015154
828.5,0.00014631
829,0.00012668
829.5,0.00012314
830,0.0001164
830.5,0.000096713
831,0.000094771
831.5,0.00011233
832,0.00014234
832.5,0.00012213
833,0.00012428
833.5,0.00012932
834,0.00012884
834.5,0.00011003
835,0.000060282
835.5,0.0000066455
836.5,0.000038244
837,0.000048318
837.5,0.000043621
838,0.00003753
838.5,0.00010163
839,0.00013343
839.5,0.00013104
840,0.000081147
840.5,0.000038809
841,0.000010065
841.5,0.00001824
842,0.000040535
842.5,0.000080641
843,0.000088192
843.5,0.000085236
844,0.000090564
844.5,0.000071732
845,0.000041919
845.5,0.000045666
846,0.000076383
846.5,0.000069629
847,0.000074532
847.5,0.000089947
848,0.000047565
848.5,0.000028206
849,0.0000040828
849.5,0.000011381
850,0.000040721
850.5,0.000071807
851,0.00010505
851.5,0.000070959
852,0.000012866
854,0.0000030116
854.5,0.000057062
855,0.000045913
855.5,0.000046286
856,0.000061969
856.5,0.000069998
857,0.000040677
857.5,0.000043482
858,0.0000019219
859,0.000031257
859.5,0.000068958
860,0.000076302
860.5,0.00004508
861,0.000001609
861.5,0.000018165
862,0.00008106
862.5,0.000062032
863,0.000018867
863.5,0.000034314
864,0.000049937
865,0.0000042235
865.5,0.000080337
866,0.00010626
866.5,0.00010065
867,0.000044103
867.5,0.000034171
868,0.000061957
868.5,0.00007378
869,0.000018167
870,0.000011962
870.5,0.000035889
871,0.00003027
871.5,0.000034358
872,0.000016114
872.5,3.0472e-8
874.5,0.000010753
875,0.000064844
875.5,0.000069231
876,0.000035663
876.5,0.000011872
877,0.000088028
877.5,0.00013153
878,0.00010925
878.5,0.000037173
879,0.0000019814
879.5,0.000019305
880,0.00011435
880.5,0.00012783
881,0.000059876
881.5,0.000022911
882,0.000036204
882.5,0.0000021364
884,0.000081166
884.5,0.00012438
885,0.000052625
885.5,0.0000034272
886,0.000036562
886.5,0.000079753
887,0.00012165
887.5,0.00012826
888,0.00012456
888.5,0.00007323
889,0.000060682
889.5,0.000062222
890,0.000033754
890.5,0.000040593
891,0.000023261
891.5,0.000037649
892,0.000096158
892.5,0.00016597
893,0.000081247
894.5,0.000081725
895,0.00016187
895.5,0.00017714
896,0.00014482
896.5,0.000011978
899,0.000025686
899.5,0.0000011852
